brake,hand_brake,throttle,steer,distance,action
0.0,False,0.69999963,0.0,50.15093231,2.0
0.0,False,0.7099996209999999,0.0,8.38906765,1.0
0.0,False,0.719999611,0.0,8.38906765,1.0
0.0,False,0.729999602,0.0,22.85503578,2.0
0.0,False,0.739999592,0.0,22.85503578,2.0
0.0,False,0.749999583,0.0,50.17007065,2.0
0.0,False,0.759999573,0.0,50.17007065,2.0
0.0,False,0.769999564,0.0,81.25753784,2.0
0.0,False,0.7799995540000001,0.0,81.25753784,2.0
0.0,False,0.789999545,0.0,31.131826399999998,2.0
0.0,False,0.799999535,0.0,31.131826399999998,2.0
0.0,False,0.8099995259999999,0.0,7.952524185,1.0
0.0,False,0.819999516,0.0,7.952524185,1.0
0.0,False,0.8299995059999999,0.0,7.831801414,1.0
0.0,False,0.839999497,0.0,7.831801414,1.0
0.0,False,0.849999487,0.0,55.91985321,2.0
0.0,False,0.859999478,0.0,55.91985321,2.0
0.0,False,0.8699994679999999,0.0,7.767838001,1.0
0.0,False,0.8799994590000001,0.0,7.767838001,1.0
0.0,False,0.889999449,0.0,64.66387177,2.0
0.0,False,0.89999944,0.0,64.66387177,2.0
0.0,False,0.90999943,0.0,7.556310654,1.0
0.0,False,0.919999421,0.0,7.556310654,1.0
0.0,False,0.9299994109999999,0.0,29.747924800000003,2.0
0.0,False,0.939999402,0.0,29.747924800000003,2.0
0.0,False,0.949999392,0.0,7.359147072000001,1.0
0.0,False,0.959999382,0.0,7.359147072000001,1.0
0.0,False,0.9699993729999999,0.0,7.507442951,1.0
0.0,False,0.979999363,0.0,7.507442951,1.0
0.0,False,0.989999354,0.0,7.507442951,1.0
0.0,False,0.999999344,0.0,7.507442951,1.0
0.0,False,1.0,0.0,7.504580021000001,1.0
0.0,False,1.0,0.0,7.504580021000001,1.0
0.0,False,1.0,0.0,6.746048927,1.0
0.0,False,1.0,0.0,6.746048927,1.0
0.0,False,1.0,0.0,20.9625206,2.0
0.0,False,1.0,0.0,20.9625206,2.0
0.0,False,1.0,0.0,20.53322983,2.0
0.0,False,1.0,0.0,20.53322983,2.0
0.0,False,1.0,0.0,20.17443848,2.0
0.0,False,1.0,0.0,20.17443848,2.0
0.0,False,1.0,0.0,5.713404178999999,1.0
0.0,False,1.0,0.0,5.713404178999999,1.0
0.0,False,1.0,0.0,5.465541363,1.0
0.0,False,1.0,0.0,5.465541363,1.0
0.0,False,1.0,0.0,5.172139168,1.0
0.0,False,1.0,0.0,5.172139168,1.0
0.0,False,1.0,0.0,4.79233551,1.0
0.0,False,1.0,0.0,4.79233551,1.0
0.0,False,1.0,0.0,4.568846226000001,1.0
0.0,False,1.0,0.0,4.568846226000001,1.0
0.0,False,1.0,0.0,20.79287529,2.0
0.0,False,0.0,0.0,20.79287529,2.0
0.0,False,0.0,0.0,71.43919373,2.0
0.0,False,0.0,0.0,71.43919373,2.0
0.0,False,0.0,0.0,71.91622162,2.0
0.200000003,False,0.0,0.0,71.91622162,2.0
0.400000006,False,0.0,0.0,71.91622162,2.0
0.600000024,False,0.0,0.0,71.91622162,2.0
0.800000012,False,0.0,0.0,18.060709,2.0
1.0,False,0.0,0.0,18.060709,2.0
1.0,False,0.0,0.0,2.683540821,1.0
1.0,False,0.0,0.0,2.683540821,1.0
1.0,False,0.0,0.0,2.355464935,1.0
1.0,False,0.0,0.0,2.355464935,1.0
1.0,False,0.0,0.0,2.196802855,1.0
1.0,False,0.0,0.0,2.196802855,1.0
1.0,False,0.0,0.0,33.63004684,2.0
1.0,False,0.0,0.0,33.63004684,2.0
0.0,False,0.0,0.0,1.718647122,1.0
0.0,False,0.0,0.0,1.718647122,1.0
0.0,False,0.0,0.0,32.92866898,2.0
0.0,False,0.0,0.0,32.92866898,2.0
0.0,False,0.01,0.0,1.713017225,1.0
0.0,False,0.02,0.0,1.713017225,1.0
0.0,False,0.029999999,0.0,15.65411854,1.0
0.0,False,0.039999999,0.0,15.65411854,1.0
0.0,False,0.050000000999999995,0.0,1.449212432,1.0
0.0,False,0.060000002000000004,0.0,1.449212432,1.0
0.0,False,0.07,0.0,1.4933607580000001,1.0
0.0,False,0.079999998,0.0,1.4933607580000001,1.0
0.0,False,0.089999996,0.0,1.52740562,1.0
0.0,False,0.09999999400000001,0.0,1.52740562,1.0
0.0,False,0.10999999199999999,0.0,15.67634487,1.0
0.0,False,0.11999999,0.0,15.67634487,1.0
0.0,False,0.129999995,0.0,1.320723295,1.0
0.0,False,0.14000000099999999,0.0,1.320723295,1.0
0.0,False,0.150000006,0.0,1.320723295,1.0
0.0,False,0.160000011,0.0,1.320723295,1.0
0.0,False,0.170000017,0.0,1.253621221,1.0
0.0,False,0.18000002199999998,0.0,1.253621221,1.0
0.0,False,0.190000027,-0.10000000099999999,1.252665877,0.0
0.0,False,0.200000033,-0.10000000099999999,1.252665877,0.0
0.0,False,0.210000038,-0.10000000099999999,1.24849236,0.0
0.0,False,0.22000004399999998,-0.10000000099999999,1.24849236,0.0
0.0,False,0.23000004899999998,-0.10000000099999999,1.213442922,0.0
0.0,False,0.240000054,-0.10000000099999999,1.213442922,0.0
0.0,False,0.25000006,-0.200000003,1.289089322,0.0
0.0,False,0.26000005,-0.200000003,1.289089322,0.0
0.0,False,0.270000041,-0.200000003,1.288576961,0.0
0.0,False,0.28000003100000004,-0.200000003,1.288576961,0.0
0.0,False,0.290000021,-0.200000003,1.2087420229999999,0.0
0.0,False,0.300000012,-0.200000003,1.2087420229999999,0.0
0.0,False,0.310000002,-0.300000012,15.24873257,0.0
0.0,False,0.319999993,-0.300000012,15.24873257,0.0
0.0,False,0.329999983,-0.300000012,44.5638237,2.0
0.0,False,0.339999974,-0.300000012,44.5638237,2.0
0.0,False,0.349999964,-0.300000012,1.193577886,0.0
0.0,False,0.359999955,-0.400000006,1.193577886,0.0
0.0,False,0.369999945,-0.400000006,1.1321702,0.0
0.0,False,0.37999993600000004,-0.400000006,1.1321702,0.0
0.0,False,0.389999926,-0.400000006,15.14460087,0.0
0.0,False,0.39999991700000004,-0.400000006,15.14460087,0.0
0.0,False,0.40999990700000005,0.0,15.11059189,1.0
0.0,False,0.419999897,0.0,15.11059189,1.0
0.0,False,0.429999888,0.0,1.0495646,1.0
0.0,False,0.43999987799999996,0.0,1.0495646,1.0
0.0,False,0.449999869,0.0,1.1352418659999999,1.0
0.0,False,0.459999859,0.0,1.1352418659999999,1.0
0.0,False,0.46999985,0.0,1.042565346,1.0
0.0,False,0.47999984,0.0,1.042565346,1.0
0.0,False,0.489999831,0.0,1.094992161,1.0
0.0,False,0.499999821,0.0,1.094992161,1.0
0.0,False,0.509999812,0.0,0.984456897,1.0
0.0,False,0.5199998020000001,0.0,0.984456897,1.0
0.0,False,0.529999793,0.0,0.999245405,1.0
0.0,False,0.539999783,0.0,0.999245405,1.0
0.0,False,0.549999774,0.0,0.976608813,1.0
0.0,False,0.559999764,0.0,0.976608813,1.0
0.0,False,0.569999754,0.0,1.00899291,1.0
0.0,False,0.579999745,0.0,1.00899291,1.0
0.0,False,0.589999735,0.0,0.946755648,1.0
0.0,False,0.5999997260000001,0.0,0.946755648,1.0
0.0,False,0.609999716,0.0,0.935250282,1.0
0.0,False,0.6199997070000001,0.0,0.935250282,1.0
0.0,False,0.629999697,0.0,0.9097697140000001,1.0
0.0,False,0.639999688,0.0,0.9097697140000001,1.0
0.0,False,0.649999678,0.0,0.8923714159999999,1.0
0.0,False,0.659999669,0.0,0.8923714159999999,1.0
0.0,False,0.669999659,0.0,0.8923714159999999,1.0
0.0,False,0.67999965,0.0,0.8923714159999999,1.0
0.0,False,0.68999964,0.0,0.848921895,1.0
0.0,False,0.69999963,0.0,0.848921895,1.0
0.0,False,0.7099996209999999,0.0,0.846731782,1.0
0.0,False,0.719999611,0.0,0.846731782,1.0
0.0,False,0.729999602,0.0,0.801912904,1.0
0.0,False,0.739999592,0.0,0.801912904,1.0
0.0,False,0.749999583,0.0,0.819785058,1.0
0.0,False,0.759999573,0.0,0.819785058,1.0
0.0,False,0.769999564,0.0,0.6965725420000001,1.0
0.0,False,0.7799995540000001,0.0,0.6965725420000001,1.0
0.0,False,0.789999545,0.0,0.638917625,1.0
0.0,False,0.799999535,0.0,0.638917625,1.0
0.0,False,0.8099995259999999,0.0,0.568826675,1.0
0.0,False,0.819999516,0.0,0.568826675,1.0
0.0,False,0.8299995059999999,0.0,0.49690637,1.0
0.0,False,0.839999497,0.0,0.49690637,1.0
0.0,False,0.849999487,0.0,0.423220366,1.0
0.0,False,0.859999478,0.0,0.423220366,1.0
0.0,False,0.8699994679999999,0.0,0.314295828,1.0
0.0,False,0.8799994590000001,0.0,0.314295828,1.0
0.0,False,0.889999449,0.0,0.18912839899999997,1.0
0.0,False,0.89999944,0.0,0.18912839899999997,1.0
0.0,False,0.90999943,0.0,0.068027616,1.0
0.0,False,0.919999421,0.0,0.068027616,1.0
0.0,False,0.9299994109999999,0.0,99.11961365,2.0
0.0,False,0.939999402,0.0,99.11961365,2.0
0.0,False,0.949999392,0.0,33.30728531,2.0
0.0,False,0.959999382,0.0,33.30728531,2.0
0.0,False,0.9699993729999999,0.0,2.169022799,1.0
0.0,False,0.979999363,0.0,2.169022799,1.0
0.0,False,0.989999354,0.0,49.72625351,2.0
0.0,False,0.999999344,0.0,49.72625351,2.0
0.0,False,1.0,0.0,14.3807745,1.0
0.0,False,1.0,0.0,14.3807745,1.0
0.0,False,1.0,0.0,90.82537079,2.0
0.0,False,1.0,0.0,90.82537079,2.0
0.0,False,1.0,0.0,17.14766312,2.0
0.0,False,1.0,0.0,17.14766312,2.0
0.0,False,1.0,0.0,48.27620316,2.0
0.0,False,1.0,0.0,48.27620316,2.0
0.0,False,1.0,0.0,16.91288185,1.0
0.0,False,1.0,0.0,16.91288185,1.0
0.0,False,1.0,0.0,12.2562685,1.0
0.0,False,1.0,0.0,12.2562685,1.0
0.0,False,1.0,0.0,16.73304558,1.0
0.0,False,1.0,0.0,16.73304558,1.0
0.0,False,1.0,0.0,20.07675743,2.0
0.0,False,1.0,0.0,20.07675743,2.0
0.0,False,1.0,0.0,45.16846466,2.0
0.0,False,1.0,0.0,45.16846466,2.0
0.0,False,1.0,0.0,99.16243744,2.0
0.0,False,1.0,0.0,99.16243744,2.0
0.0,False,1.0,0.0,11.79693413,1.0
0.0,False,1.0,0.0,11.79693413,1.0
0.0,False,1.0,0.0,11.71582031,1.0
0.0,False,1.0,0.0,11.71582031,1.0
0.0,False,1.0,0.0,11.61078739,1.0
0.0,False,1.0,0.0,11.61078739,1.0
0.0,False,1.0,0.0,2.153846979,1.0
0.0,False,1.0,0.0,2.153846979,1.0
0.0,False,1.0,0.0,16.120742800000002,1.0
0.0,False,1.0,0.0,16.120742800000002,1.0
0.0,False,1.0,0.0,11.352108,1.0
0.0,False,1.0,0.0,11.352108,1.0
0.0,False,1.0,0.0,2.133603334,1.0
0.0,False,1.0,0.0,2.133603334,1.0
0.0,False,1.0,0.0,97.27000427,2.0
0.0,False,1.0,0.0,97.27000427,2.0
0.0,False,1.0,0.0,11.08736897,1.0
0.0,False,1.0,0.0,11.08736897,1.0
0.0,False,1.0,0.0,29.19311523,2.0
0.0,False,1.0,0.0,29.19311523,2.0
0.0,False,1.0,0.0,95.52080536,2.0
0.0,False,1.0,0.0,95.52080536,2.0
0.0,False,1.0,0.0,82.70507813,2.0
0.0,False,1.0,0.0,82.70507813,2.0
0.0,False,1.0,0.0,10.85737038,1.0
0.0,False,1.0,0.0,10.85737038,1.0
0.0,False,1.0,0.0,2.153909445,1.0
0.0,False,1.0,0.0,2.153909445,1.0
0.0,False,1.0,0.0,2.153798103,1.0
0.0,False,1.0,0.0,2.153798103,1.0
0.0,False,1.0,0.0,89.52910614,2.0
0.0,False,1.0,0.0,89.52910614,2.0
0.0,False,1.0,0.0,95.21648407,2.0
0.0,False,1.0,0.0,95.21648407,2.0
0.0,False,1.0,0.0,10.94735527,1.0
0.0,False,1.0,0.0,10.94735527,1.0
0.0,False,1.0,0.0,10.96407127,1.0
0.0,False,1.0,0.0,10.96407127,1.0
0.0,False,1.0,0.0,10.97830009,1.0
0.0,False,1.0,0.0,10.97830009,1.0
0.0,False,1.0,0.0,87.19563293,2.0
0.0,False,1.0,0.0,87.19563293,2.0
0.0,False,1.0,0.0,86.69975281,2.0
0.0,False,1.0,0.0,86.69975281,2.0
0.0,False,1.0,0.0,86.29455566,2.0
0.0,False,1.0,0.0,86.29455566,2.0
0.0,False,1.0,0.0,2.134061575,1.0
0.0,False,1.0,0.0,2.134061575,1.0
0.0,False,1.0,0.0,16.83611107,1.0
0.0,False,1.0,0.0,16.83611107,1.0
0.0,False,1.0,0.0,10.98557854,1.0
0.0,False,1.0,0.0,10.98557854,1.0
0.0,False,1.0,0.0,2.1338756080000003,1.0
0.0,False,1.0,0.0,2.1338756080000003,1.0
0.0,False,1.0,0.0,84.21504974,2.0
0.0,False,1.0,0.0,84.21504974,2.0
0.0,False,1.0,0.0,10.98976803,1.0
0.0,False,1.0,0.0,10.98976803,1.0
0.0,False,1.0,0.0,13.78935528,1.0
0.0,False,1.0,0.0,13.78935528,1.0
0.0,False,1.0,0.0,73.8045578,2.0
0.0,False,1.0,0.0,73.8045578,2.0
0.0,False,1.0,0.0,82.11566925,2.0
0.0,False,1.0,0.0,82.11566925,2.0
0.0,False,1.0,0.0,79.09749603,2.0
0.0,False,1.0,0.0,79.09749603,2.0
0.0,False,1.0,0.0,10.98017311,1.0
0.0,False,1.0,0.0,10.98017311,1.0
0.0,False,1.0,0.0,72.80039978,2.0
0.0,False,1.0,0.0,72.80039978,2.0
0.0,False,1.0,0.0,2.13427186,1.0
0.0,False,1.0,0.0,2.13427186,1.0
0.0,False,1.0,0.0,29.84679413,2.0
0.0,False,1.0,0.0,29.84679413,2.0
0.0,False,1.0,0.0,79.66996765,2.0
0.0,False,1.0,0.0,79.66996765,2.0
0.0,False,0.0,0.0,10.95063305,1.0
0.0,False,0.0,0.0,10.95063305,1.0
0.0,False,0.0,0.0,10.95063305,1.0
0.0,False,0.0,0.0,10.95063305,1.0
0.200000003,False,0.0,0.0,2.134383202,1.0
0.400000006,False,0.0,0.0,2.134383202,1.0
0.600000024,False,0.0,0.0,81.96955872,2.0
0.800000012,False,0.0,0.0,81.96955872,2.0
1.0,False,0.0,0.0,77.49973297,2.0
1.0,False,0.0,0.0,77.49973297,2.0
1.0,False,0.0,0.0,75.36705017,2.0
1.0,False,0.0,0.0,75.36705017,2.0
1.0,False,0.0,0.0,2.2008171080000003,1.0
1.0,False,0.0,0.0,2.2008171080000003,1.0
0.0,False,0.0,0.0,12.60870457,1.0
0.0,False,0.0,0.0,12.60870457,1.0
0.0,False,0.0,0.0,0.085236818,1.0
0.0,False,0.0,0.0,0.085236818,1.0
0.0,False,0.0,0.0,0.309527487,1.0
0.0,False,0.0,0.0,0.309527487,1.0
0.0,False,0.0,0.0,0.545525134,1.0
0.0,False,0.01,0.0,0.545525134,1.0
0.0,False,0.02,0.0,0.731829464,1.0
0.0,False,0.029999999,0.0,0.731829464,1.0
0.0,False,0.039999999,0.0,1.0151767729999999,1.0
0.0,False,0.050000000999999995,0.0,1.0151767729999999,1.0
0.0,False,0.060000002000000004,0.0,1.2299190759999998,1.0
0.0,False,0.07,-0.10000000099999999,1.2299190759999998,0.0
0.0,False,0.079999998,-0.10000000099999999,1.514094234,0.0
0.0,False,0.089999996,-0.10000000099999999,1.514094234,0.0
0.0,False,0.09999999400000001,-0.10000000099999999,10.8676157,0.0
0.0,False,0.10999999199999999,-0.10000000099999999,10.8676157,0.0
0.0,False,0.11999999,-0.10000000099999999,10.8676157,0.0
0.0,False,0.129999995,-0.200000003,10.8676157,0.0
0.0,False,0.14000000099999999,-0.200000003,77.94813538,2.0
0.0,False,0.150000006,-0.200000003,77.94813538,2.0
0.0,False,0.160000011,-0.200000003,2.299102545,0.0
0.0,False,0.170000017,-0.200000003,2.299102545,0.0
0.0,False,0.18000002199999998,-0.200000003,2.6914184089999997,0.0
0.0,False,0.190000027,-0.300000012,2.6914184089999997,0.0
0.0,False,0.200000033,-0.300000012,2.882936716,0.0
0.0,False,0.210000038,-0.300000012,2.882936716,0.0
0.0,False,0.22000004399999998,-0.300000012,10.32421875,0.0
0.0,False,0.23000004899999998,-0.300000012,10.32421875,0.0
0.0,False,0.240000054,-0.400000006,74.52523041,2.0
0.0,False,0.25000006,-0.400000006,74.52523041,2.0
0.0,False,0.26000005,-0.400000006,15.84148502,0.0
0.0,False,0.270000041,-0.400000006,15.84148502,0.0
0.0,False,0.28000003100000004,-0.400000006,80.91777039,2.0
0.0,False,0.290000021,0.0,80.91777039,2.0
0.0,False,0.300000012,0.0,11.15912914,1.0
0.0,False,0.310000002,0.0,11.15912914,1.0
0.0,False,0.319999993,0.0,12.09791374,1.0
0.0,False,0.329999983,0.0,12.09791374,1.0
0.0,False,0.339999974,0.0,80.85068512,2.0
0.0,False,0.349999964,0.0,80.85068512,2.0
0.0,False,0.359999955,0.0,64.78948975,2.0
0.0,False,0.369999945,0.10000000099999999,64.78948975,2.0
0.0,False,0.37999993600000004,0.10000000099999999,74.24179840000001,2.0
0.0,False,0.389999926,0.10000000099999999,74.24179840000001,2.0
0.0,False,0.39999991700000004,0.10000000099999999,80.13354492,2.0
0.0,False,0.40999990700000005,0.10000000099999999,80.13354492,2.0
0.0,False,0.419999897,0.10000000099999999,22.9562149,2.0
0.0,False,0.429999888,0.10000000099999999,22.9562149,2.0
0.0,False,0.43999987799999996,0.200000003,22.9562149,2.0
0.0,False,0.449999869,0.200000003,22.9562149,2.0
0.0,False,0.459999859,0.200000003,23.89311218,2.0
0.0,False,0.46999985,0.0,23.89311218,2.0
0.0,False,0.47999984,0.0,12.48015118,1.0
0.0,False,0.489999831,0.0,12.48015118,1.0
0.0,False,0.499999821,0.0,12.84606457,1.0
0.0,False,0.509999812,0.0,12.84606457,1.0
